id,image,label
1052,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_14.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_14_mask.tif
1053,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_15.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_15_mask.tif
1054,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_16.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_16_mask.tif
1055,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_17.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_17_mask.tif
1056,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_18.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_18_mask.tif
1057,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_19.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_19_mask.tif
1058,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_2.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_2_mask.tif
1059,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_20.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_20_mask.tif
1060,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_21.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_21_mask.tif
1061,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_22.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_22_mask.tif
1062,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_23.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_23_mask.tif
1063,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_24.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_24_mask.tif
1064,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_25.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_25_mask.tif
1065,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_26.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_26_mask.tif
1066,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_27.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_27_mask.tif
1067,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_28.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_28_mask.tif
1068,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_29.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_29_mask.tif
1069,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_3.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_3_mask.tif
1070,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_30.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_30_mask.tif
1071,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_31.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_31_mask.tif
1072,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_32.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_32_mask.tif
1073,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_33.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_33_mask.tif
1074,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_34.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_34_mask.tif
1075,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_35.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_35_mask.tif
1076,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_36.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_36_mask.tif
1077,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_37.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_37_mask.tif
1078,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_38.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_38_mask.tif
1079,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_39.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_39_mask.tif
1080,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_4.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_4_mask.tif
1081,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_40.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_40_mask.tif
1082,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_41.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_41_mask.tif
1083,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_42.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_42_mask.tif
1084,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_43.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_43_mask.tif
1085,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_44.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_44_mask.tif
1086,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_45.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_45_mask.tif
1087,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_46.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_46_mask.tif
1088,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_47.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_47_mask.tif
1089,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_48.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_48_mask.tif
1090,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_49.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_49_mask.tif
1091,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_5.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_5_mask.tif
1092,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_50.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_50_mask.tif
1093,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_51.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_51_mask.tif
1094,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_52.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_52_mask.tif
1095,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_53.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_53_mask.tif
1096,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_54.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_54_mask.tif
1097,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_55.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_55_mask.tif
1098,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_56.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_56_mask.tif
1099,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_6.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_6_mask.tif
1100,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_7.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_7_mask.tif
1101,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_8.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_8_mask.tif
1102,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_9.tif,./archive/kaggle_3m\TCGA_DU_6408_19860521\TCGA_DU_6408_19860521_9_mask.tif
1103,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_1.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_1_mask.tif
1104,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_10.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_10_mask.tif
1105,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_11.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_11_mask.tif
1106,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_12.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_12_mask.tif
1107,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_13.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_13_mask.tif
1108,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_14.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_14_mask.tif
1109,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_15.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_15_mask.tif
1110,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_16.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_16_mask.tif
1111,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_17.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_17_mask.tif
1112,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_18.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_18_mask.tif
1113,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_19.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_19_mask.tif
1114,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_2.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_2_mask.tif
1115,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_20.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_20_mask.tif
1116,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_21.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_21_mask.tif
1117,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_22.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_22_mask.tif
1118,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_23.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_23_mask.tif
1119,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_24.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_24_mask.tif
1120,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_25.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_25_mask.tif
1121,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_26.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_26_mask.tif
1122,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_27.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_27_mask.tif
1123,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_28.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_28_mask.tif
1124,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_29.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_29_mask.tif
1125,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_3.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_3_mask.tif
1126,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_30.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_30_mask.tif
1127,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_31.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_31_mask.tif
1128,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_32.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_32_mask.tif
1129,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_33.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_33_mask.tif
1130,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_34.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_34_mask.tif
1131,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_35.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_35_mask.tif
1132,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_36.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_36_mask.tif
1133,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_37.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_37_mask.tif
1134,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_38.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_38_mask.tif
1135,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_39.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_39_mask.tif
1136,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_4.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_4_mask.tif
1137,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_40.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_40_mask.tif
1138,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_41.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_41_mask.tif
1139,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_42.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_42_mask.tif
1140,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_43.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_43_mask.tif
1141,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_44.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_44_mask.tif
1142,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_45.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_45_mask.tif
1143,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_46.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_46_mask.tif
1144,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_47.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_47_mask.tif
1145,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_48.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_48_mask.tif
1146,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_49.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_49_mask.tif
1147,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_5.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_5_mask.tif
1148,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_50.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_50_mask.tif
1149,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_51.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_51_mask.tif
1150,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_52.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_52_mask.tif
1151,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_6.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_6_mask.tif
1152,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_7.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_7_mask.tif
1153,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_8.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_8_mask.tif
1154,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_9.tif,./archive/kaggle_3m\TCGA_DU_7008_19830723\TCGA_DU_7008_19830723_9_mask.tif
1155,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_1.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_1_mask.tif
1156,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_10.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_10_mask.tif
1157,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_11.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_11_mask.tif
1158,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_12.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_12_mask.tif
1159,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_13.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_13_mask.tif
1160,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_14.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_14_mask.tif
1161,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_15.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_15_mask.tif
1162,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_16.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_16_mask.tif
1163,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_17.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_17_mask.tif
1164,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_18.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_18_mask.tif
1165,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_19.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_19_mask.tif
1166,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_2.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_2_mask.tif
1167,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_20.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_20_mask.tif
1168,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_21.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_21_mask.tif
1169,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_22.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_22_mask.tif
1170,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_23.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_23_mask.tif
1171,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_24.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_24_mask.tif
1172,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_25.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_25_mask.tif
1173,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_26.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_26_mask.tif
1174,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_27.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_27_mask.tif
1175,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_28.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_28_mask.tif
1176,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_29.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_29_mask.tif
1177,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_3.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_3_mask.tif
1178,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_30.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_30_mask.tif
1179,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_31.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_31_mask.tif
1180,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_32.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_32_mask.tif
1181,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_33.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_33_mask.tif
1182,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_34.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_34_mask.tif
1183,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_35.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_35_mask.tif
1184,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_36.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_36_mask.tif
1185,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_37.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_37_mask.tif
1186,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_38.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_38_mask.tif
1187,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_39.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_39_mask.tif
1188,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_4.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_4_mask.tif
1189,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_40.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_40_mask.tif
1190,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_41.tif,./archive/kaggle_3m\TCGA_DU_7010_19860307\TCGA_DU_7010_19860307_41_mask.tif
